Cash Account,Expenditure Account, ,FYTD Appropriated,Prior Yr Enc,FYTD Expendable,FYTD Expended,MTD Expended,Encumbrance,Future Enc,FYTD Unencumbered,% Exp/Enc,Fund,Func,Function One Digit Level,Function Two Digit Level,Object,Object Level,SCC,Subject,Subject Two Digit Level,OPU,Opu One Digit Level,Job,IL
001-0000,001-1100-253-0000-000000-000-00-000,CLASS DENTAL INSURANCE,2786.40,0.00,2786.40,2206.14,246.56,0.00,0,580.26,79.1752799300,001,1100,1000,1100,253,200,0000,000000,000000,000,000,000,00
001-0000,001-1100-254-0000-000000-000-00-000,CLASS VISION INSURANCE,466.48,0.00,466.48,378.41,41.63,0.00,0,88.07,81.1203052600,001,1100,1000,1100,254,200,0000,000000,000000,000,000,000,00
001-0000,001-1100-261-0000-000000-000-00-000,WORKERS COMPENSATION,12790.92,0.00,12790.92,13595.24,1357.00,200.00,0,-1004.32,107.8518198800,001,1100,1000,1100,261,200,0000,000000,000000,000,000,000,00
001-0000,001-1100-282-0000-000000-000-00-000,UNEMPLOYMENT,5000.00,0.00,5000.00,0,0,5000.00,0,0.00,100,001,1100,1000,1100,282,200,0000,000000,000000,000,000,000,00
001-0000,001-1100-411-0000-000000-001-00-000,SPEAKERS,3896.34,0.00,3896.34,1894.49,0,115.51,0,1886.34,51.5868738400,001,1100,1000,1100,411,400,0000,000000,000000,001,000,000,00
001-0000,001-1100-412-0000-000000-000-00-000,INSTRUCTIONAL IMPROVEMENT SERVICES,8845.00,0.00,8845.00,6902.00,100.00,0.00,0,1943.00,78.0327868900,001,1100,1000,1100,412,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-416-0000-000000-000-00-000,DATA PROCESSING SERVICES,91357.21,4328.00,95685.21,59478.05,10560.00,13702.77,-3009.77,22504.39,76.4808061800,001,1100,1000,1100,416,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-419-0000-000000-000-00-000,PROFESSIONAL/TECHNICAL SERVICES,10490.00,0.00,10490.00,10454.74,0,0.00,0,35.26,99.6638703500,001,1100,1000,1100,419,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-423-0000-000000-000-00-000,REPAIRS MAINTENANCE SERVICES,6728.00,0.00,6728.00,3882.34,0,351.80,0,2493.86,62.9331153400,001,1100,1000,1100,423,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-431-0000-000000-000-00-000,CERTIFIED MILEAGE,4587.46,0.00,4587.46,1025.55,269.55,974.45,0,2587.46,43.5971103800,001,1100,1000,1100,431,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-432-0000-000000-000-00-000,CERTIFIED MEETING/MEALS/HOTEL,1066.25,0.00,1066.25,680.80,0,0.00,0,385.45,63.8499413800,001,1100,1000,1100,432,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-433-0000-000000-000-00-000,NON-CERTIFIED MILEAGE,857.40,0.00,857.40,334.05,0,319.50,0,203.85,76.2246326100,001,1100,1000,1100,433,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-434-0000-000000-000-00-000,NON-CERTIFIED MEETING/MEALS/HOTEL,10.00,0.00,10.00,0,0,0.00,0,10.00,0,001,1100,1000,1100,434,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-447-0000-000000-000-00-000,INTERNET ACCESS/LICENSE FEES,35090.98,7680.00,42770.98,0,0,7680.00,0,35090.98,17.9561001400,001,1100,1000,1100,447,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-449-0000-000000-000-00-000,COMMUNICATION COSTS,5000.00,0.00,5000.00,697.00,317.00,620.00,0,3683.00,26.3400,001,1100,1000,1100,449,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-471-0000-000000-000-00-000,TUITION PAID OTHER SCHOOLS- STATE/ST MARYS,77373.32,0.00,77373.32,39455.92,2103.80,2115.00,0,35802.40,53.7277190600,001,1100,1000,1100,471,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-479-0000-000000-000-00-000,CCP / RESIDENTIAL FACILITY,97757.43,0.00,97757.43,49926.07,15124.44,0.00,0,47831.36,51.0713814800,001,1100,1000,1100,479,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-499-0000-000000-000-00-000,FINGERPRINTING,910.00,0.00,910.00,350.00,245.00,250.00,0,310.00,65.9340659300,001,1100,1000,1100,499,400,0000,000000,000000,000,000,000,00
001-0000,001-1100-511-0000-000000-000-00-000,INSTRUCTIONAL SUPPLIES CONSUMABLE,118370.90,6275.18,124646.08,74216.65,4911.87,39040.23,-5450.55,11389.20,90.8627692100,001,1100,1000,1100,511,500,0000,000000,000000,000,000,000,00
001-0000,001-1100-512-0000-000000-000-00-000,TEACHER OFFICE SUPPLIES,24544.22,4360.32,28904.54,17542.83,396.69,1043.40,269.83,10318.31,64.3021130900,001,1100,1000,1100,512,500,0000,000000,000000,000,000,000,00
001-0000,001-1100-519-0000-000000-000-00-000,OTHER SUPPLIES,7450.15,396.45,7846.60,1441.00,60.00,5464.48,0,941.12,88.0060153400,001,1100,1000,1100,519,500,0000,000000,000000,000,000,000,00
001-0000,001-1100-525-0000-000000-000-16-000,ELECTRONIC INSTRUCTIONAL MATERIALS/SUPPLIES,119968.21,9773.50,129741.71,92628.30,46669.79,45182.62,-10986.19,-8069.21,106.2194416900,001,1100,1000,1100,525,500,0000,000000,000000,000,000,000,16
001-0000,001-1100-551-0000-000000-000-00-000,SUPPLIES FOR RESALE,48818.76,903.27,49722.03,41724.22,0,1044.04,0,6953.77,86.0147101800,001,1100,1000,1100,551,500,0000,000000,000000,000,000,000,00
001-0000,001-1100-573-0000-000000-000-00-000,EQUIPMENT / FURNITURE,2000.00,0.00,2000.00,1523.25,999.30,0.00,0,476.75,76.162500,001,1100,1000,1100,573,500,0000,000000,000000,000,000,000,00
001-0000,001-1100-640-0000-000000-000-00-000,EQUIPMENT,296648.26,3505.80,300154.06,153855.39,32695.50,2031.40,0,144267.27,51.9355926800,001,1100,1000,1100,640,600,0000,000000,000000,000,000,000,00
001-0000,001-1100-841-0000-000000-000-00-000,MEMBERSHIP IN PROFESSIONAL ORG,2165.00,0.00,2165.00,0,0,2075.00,-175.00,90.00,95.8429561200,001,1100,1000,1100,841,800,0000,000000,000000,000,000,000,00
001-0000,001-1110-111-0000-000000-004-01-000,SALARY REGULAR TEACHER - 1ST GRADE,272754.40,0.00,272754.40,186635.76,21029.66,0.00,0,86118.64,68.4263058600,001,1110,1000,1100,111,100,0000,000000,000000,004,000,000,01
001-0000,001-1110-111-0000-000000-004-02-000,SALARY REGULAR TEACHER - 2ND GRADE,180277.80,0.00,180277.80,125655.12,15034.92,0.00,0,54622.68,69.7008283900,001,1110,1000,1100,111,100,0000,000000,000000,004,000,000,02
001-0000,001-1110-111-0000-000000-004-03-000,SALARY REGULAR TEACHER - 3RD GRADE,292723.80,0.00,292723.80,202029.16,25173.66,0.00,0,90694.64,69.0169914400,001,1110,1000,1100,111,100,0000,000000,000000,004,000,000,03
001-0000,001-1110-111-0000-000000-004-04-000,SALARY REGULAR TEACHER - 4TH GRADE,284274.40,0.00,284274.40,196345.44,23982.24,0.00,0,87928.96,69.0689840500,001,1110,1000,1100,111,100,0000,000000,000000,004,000,000,04
001-0000,001-1110-111-0000-000000-004-14-000,SALARY REGULAR TEACHER - KDG,222204.70,0.00,222204.70,161327.34,16719.34,0.00,0,60877.36,72.6030277500,001,1110,1000,1100,111,100,0000,000000,000000,004,000,000,14
001-0000,001-1110-111-0000-020000-004-00-000,SALARY REGULAR TEACHER - ART (E),41194.30,0.00,41194.30,28267.84,3437.26,0.00,0,12926.46,68.6207557800,001,1110,1000,1100,111,100,0000,020000,020000,004,000,000,00
001-0000,001-1110-111-0000-080000-004-00-000,SALARY REGULAR TEACHER - PE (E),38501.50,0.00,38501.50,26526.54,3217.62,0.00,0,11974.96,68.8974195800,001,1110,1000,1100,111,100,0000,080000,080000,004,000,000,00
001-0000,001-1110-111-0000-120000-004-00-000,SALARY REGULAR TEACHER - MUSIC (E),40217.50,0.00,40217.50,27629.32,3358.68,0.00,0,12588.18,68.6997451400,001,1110,1000,1100,111,100,0000,120000,120000,004,000,000,00
001-0000,001-1110-521-0000-050000-004-00-000,ELEMENTARY READING TEXTBOOKS,911.68,0.00,911.68,911.68,0,0.00,0,0.00,100,001,1110,1000,1100,521,500,0000,050000,050000,004,000,000,00
001-0000,001-1110-521-0000-110000-004-00-000,ELEMENTARY MATH TEXTBOOKS,15470.67,0.00,15470.67,15470.67,0,0.00,0,0.00,100,001,1110,1000,1100,521,500,0000,110000,110000,004,000,000,00
001-0000,001-1120-111-0000-020000-003-00-000,SALARY REGULAR TEACHER - ART (MS),41194.50,0.00,41194.50,28267.88,3437.26,0.00,0,12926.62,68.6205197300,001,1120,1000,1100,111,100,0000,020000,020000,003,000,000,00
001-0000,001-1120-111-0000-050156-003-00-000,SALARY REGULAR TEACHER - MS ENGLISH,343025.74,0.00,343025.74,236773.12,28774.90,0.00,0,106252.62,69.0248842600,001,1120,1000,1100,111,100,0000,050156,050000,003,000,000,00
001-0000,001-1120-111-0000-080300-003-00-000,SALARY REGULAR TEACHER - PE (MS),58596.26,0.00,58596.26,40445.75,4909.18,0.00,0,18150.51,69.0244565100,001,1120,1000,1100,111,100,0000,080300,080000,003,000,000,00
001-0000,001-1120-111-0000-110000-003-00-000,SALARY REGULAR TEACHER - MS MATH,188083.20,0.00,188083.20,130826.80,15814.10,0.00,0,57256.40,69.5579403200,001,1120,1000,1100,111,100,0000,110000,110000,003,000,000,00
001-0000,001-1120-111-0000-120500-003-00-000,SALARY REGULAR TEACHER - INSTR MUSIC (MS),0.0,0.00,0.00,4358.66,0,0.00,0,-4358.66,0,001,1120,1000,1100,111,100,0000,120500,120000,003,000,000,00
001-0000,001-1120-111-0000-120505-003-00-000,SALARY REGULAR TEACHER INSTR MUSIC,43831.28,0.00,43831.28,27037.98,3358.66,0.00,0,16793.30,61.6864942100,001,1120,1000,1100,111,100,0000,120505,120000,003,000,000,00
001-0000,001-1120-111-0000-130000-003-00-000,SALARY REGULAR TEACHER - MS SCIENCE,128462.40,0.00,128462.40,88810.08,10734.18,0.00,0,39652.32,69.1331315600,001,1120,1000,1100,111,100,0000,130000,130000,003,000,000,00
001-0000,001-1120-111-0000-150000-003-00-000,SALARY REGULAR TEACHER - MS SOC STUD,122019.28,0.00,122019.28,84077.04,10235.56,0.00,0,37942.24,68.9047173500,001,1120,1000,1100,111,100,0000,150000,150000,003,000,000,00
001-0000,001-1120-521-0000-130000-000-00-000,MS TEXTBOOKS SCIENCE,0.00,0.00,0.00,0,0,0.00,0,0.00,0,001,1120,1000,1100,521,500,0000,130000,130000,000,000,000,00
001-0000,001-1120-521-0000-150000-003-00-000,MS TEXTBOOKS SOCIAL STUDIES,6860.48,0.00,6860.48,6860.48,0,0.00,0,0.00,100,001,1120,1000,1100,521,500,0000,150000,150000,003,000,000,00
001-0000,001-1130-111-0000-020000-002-00-000,SALARY REGULAR TEACHER - HS ART,81295.20,0.00,81295.20,55988.88,6826.58,0.00,0,25306.32,68.8710772600,001,1130,1000,1100,111,100,0000,020000,020000,002,000,000,00
001-0000,001-1130-111-0000-030000-002-00-000,SALARY REGULAR TEACHER - HS BUS ED,62686.80,0.00,62686.80,43558.16,5282.16,0.00,0,19128.64,69.4853781000,001,1130,1000,1100,111,100,0000,030000,030000,002,000,000,00
001-0000,001-1130-111-0000-050000-002-00-000,SALARY REGULAR TEACHER - HS ENG,173717.46,0.00,173717.46,120324.82,14628.16,0.00,0,53392.64,69.2646668900,001,1130,1000,1100,111,100,0000,050000,050000,002,000,000,00
001-0000,001-1130-111-0000-060265-002-00-000,SALARY REGULAR TEACHER - HS SPANISH,80411.00,0.00,80411.00,55458.36,6738.16,0.00,0,24952.64,68.9686237000,001,1130,1000,1100,111,100,0000,060265,060000,002,000,000,00
001-0000,001-1130-111-0000-080000-002-00-000,SALARY REGULAR TEACHER - HS PHYS ED/HEALTH,60555.71,0.00,60555.71,41757.23,5074.62,0.00,0,18798.48,68.9567177100,001,1130,1000,1100,111,100,0000,080000,080000,002,000,000,00
001-0000,001-1130-111-0000-110000-002-00-000,SALARY REGULAR TEACHER - HS MATH,197121.80,0.00,197121.80,138428.36,18173.36,0.00,0,58693.44,70.2247848800,001,1130,1000,1100,111,100,0000,110000,110000,002,000,000,00
001-0000,001-1130-111-0000-120500-002-00-000,SALARY REGULAR TEACHER - HS INSTR MUSIC,0.0,0.00,0.00,10259.04,0,0.00,0,-10259.04,0,001,1130,1000,1100,111,100,0000,120500,120000,002,000,000,00
001-0000,001-1130-111-0000-120505-002-00-000,SALARY REGULAR TEACHER HS INSTR MUSIC,82192.33,0.00,82192.33,48016.69,7379.04,0.00,0,34175.64,58.4199158200,001,1130,1000,1100,111,100,0000,120505,120000,002,000,000,00
001-0000,001-1130-111-0000-130000-002-00-000,SALARY REGULAR TEACHER - HS SCIENCE,215085.40,0.00,215085.40,145843.12,18931.32,0.00,0,69242.28,67.8070757000,001,1130,1000,1100,111,100,0000,130000,130000,002,000,000,00
001-0000,001-1130-111-0000-150000-002-00-000,SALARY REGULAR TEACHER - HS SS,150909.34,0.00,150909.34,104972.30,12704.26,0.00,0,45937.04,69.5598430200,001,1130,1000,1100,111,100,0000,150000,150000,002,000,000,00
001-0000,001-1130-521-0000-120000-002-00-000,HS TEXTBOOKS MUSIC,299.00,0.00,299.00,299.00,0,0.00,0,0.00,100,001,1130,1000,1100,521,500,0000,120000,120000,002,000,000,00
001-0000,001-1130-529-0000-000000-002-15-000,COLLEGE CREDIT PLUS TEXTBOOKS,32000.00,0.00,32000.00,19594.25,1730.57,17739.19,0,-5333.44,116.66700,001,1130,1000,1100,529,500,0000,000000,000000,002,000,000,15
001-0000,001-1210-111-0000-000000-000-00-000,SALARY GIFTED CERTIFIED,135141.40,0.00,135141.40,89990.04,12287.84,0.00,0,45151.36,66.5895425100,001,1210,1000,1200,111,100,0000,000000,000000,000,000,000,00
001-0000,001-1210-211-0000-000000-000-00-000,GIFTED STRS,10440.00,0.00,10440.00,7280.00,910.00,0.00,0,3160.00,69.7318007700,001,1210,1000,1200,211,200,0000,000000,000000,000,000,000,00
001-0000,001-1210-212-0000-000000-000-00-000,GIFTED 1% STRS,777.04,0.00,777.04,621.44,122.88,0.00,0,155.60,79.9752908500,001,1210,1000,1200,212,200,0000,000000,000000,000,000,000,00
001-0000,001-1210-249-0000-000000-000-00-000,GIFTED MEDICARE,1779.13,0.00,1779.13,1127.21,169.88,0.00,84.94,651.92,63.3573713000,001,1210,1000,1200,249,200,0000,000000,000000,000,000,000,00
001-0000,001-1210-511-0000-000000-000-00-000,GIFTED EDUCATIONAL SUPPLIES,1099.03,0.00,1099.03,0,0,0.00,0,1099.03,0,001,1210,1000,1200,511,500,0000,000000,000000,000,000,000,00
001-0000,001-1237-111-0000-000000-000-00-000,K-6 LD SALARIES,489167.35,0.00,489167.35,343018.21,40274.40,0.00,0,146149.14,70.1228751300,001,1237,1000,1200,111,100,0000,000000,000000,000,000,000,00
001-0000,001-1237-141-0000-000000-000-00-000,K-6 LD CLASSIFIED SALARIES,176974.17,0.00,176974.17,132389.75,14459.48,0.00,0,44584.42,74.8073857300,001,1237,1000,1200,141,100,0000,000000,000000,000,000,000,00
001-0000,001-1237-169-0000-000000-000-00-000,K-6 LD OPT OUT,6000.00,0.00,6000.00,3000.00,0,0.00,0,3000.00,50.0,001,1237,1000,1200,169,100,0000,000000,000000,000,000,000,00
001-0000,001-1237-211-0000-000000-000-00-000,K-6 LD STRS,60336.00,0.00,60336.00,43424.00,5428.00,0.00,0,16912.00,71.9702996600,001,1237,1000,1200,211,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-212-0000-000000-000-00-000,K-6 LD 1% STRS,4280.58,0.00,4280.58,3066.25,383.00,0.00,0,1214.33,71.6316480500,001,1237,1000,1200,212,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-221-0000-000000-000-00-000,K-6 LD SERS,16068.00,0.00,16068.00,14336.00,1792.00,2793.72,0,-1061.72,106.6076674100,001,1237,1000,1200,221,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-241-0000-000000-000-00-000,K-6 LD MEDICAL INSURANCE,175337.58,0.00,175337.58,94866.85,9915.72,0.00,0,80470.73,54.1052579800,001,1237,1000,1200,241,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-242-0000-000000-000-00-000,K-6 LD LIFE INSURANCE,400.00,0.00,400.00,220.00,27.50,0.00,0,180.00,55.00,001,1237,1000,1200,242,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-243-0000-000000-000-00-000,K-6 LD DENTAL INSURANCE,9309.12,0.00,9309.12,4521.77,461.83,0.00,0,4787.35,48.5735493800,001,1237,1000,1200,243,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-244-0000-000000-000-00-000,K-6 LD VISION INSURANCE,1587.64,0.00,1587.64,775.71,79.68,0.00,0,811.93,48.8593131900,001,1237,1000,1200,244,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-249-0000-000000-000-00-000,K-6 LD CERTIFIED MEDICARE,6514.51,0.00,6514.51,4461.27,539.26,0.00,255.75,2053.24,68.4820500700,001,1237,1000,1200,249,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-251-0000-000000-000-00-000,K-6 LD CLASSIFIED MEDICAL INSURANCE,32351.60,0.00,32351.60,38885.77,4869.84,0.00,0,-6534.17,120.1973627300,001,1237,1000,1200,251,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-252-0000-000000-000-00-000,K-6 LD CLASSIFED LIFE INSURANCE,357.50,0.00,357.50,240.00,30.00,0.00,0,117.50,67.1328671300,001,1237,1000,1200,252,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-253-0000-000000-000-00-000,K-6 LD CLASSIFIED DENTAL INSURANCE,1010.07,0.00,1010.07,901.74,100.65,0.00,0,108.33,89.2750007400,001,1237,1000,1200,253,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-254-0000-000000-000-00-000,K-6 LD CLASSIFIED VISION,281.26,0.00,281.26,232.48,26.68,0.00,0,48.78,82.6566166500,001,1237,1000,1200,254,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-259-0000-000000-000-00-000,K-6 LD CLASSIFIED MEDICARE,2454.04,0.00,2454.04,1825.71,197.53,0.00,113.73,628.33,74.3960978600,001,1237,1000,1200,259,200,0000,000000,000000,000,000,000,00
001-0000,001-1237-411-0000-000000-000-00-000,K-6 LD ASL INTERPRETER SERVICES,50000.00,0.00,50000.00,1577.50,337.50,1462.50,1240.00,46960.00,6.0800,001,1237,1000,1200,411,400,0000,000000,000000,000,000,000,00
001-0000,001-1237-412-0000-000000-000-00-000,K-6 LD EDUCATIONAL CONSULTANT,7500.00,0.00,7500.00,4475.00,0,3025.00,0,0.00,100,001,1237,1000,1200,412,400,0000,000000,000000,000,000,000,00
001-0000,001-1237-413-0000-000000-000-00-000,HEALTH SERVICES,315.00,0.00,315.00,315.00,0,0.00,0,0.00,100,001,1237,1000,1200,413,400,0000,000000,000000,000,000,000,00
001-0000,001-1237-431-0000-000000-000-00-000,K-6 LD MILEAGE,4077.33,0.00,4077.33,921.98,123.98,3078.02,0,77.33,98.1034157200,001,1237,1000,1200,431,400,0000,000000,000000,000,000,000,00
001-0000,001-1237-432-0000-000000-000-00-000,K-6 LD CERTIFIED MEETING/MEALS/HOTEL,950.00,100.00,1050.00,0,0,100.00,0,950.00,9.5238095200,001,1237,1000,1200,432,400,0000,000000,000000,000,000,000,00
001-0000,001-1237-475-0000-000000-000-00-000,SPECIAL EDUCATION OF IN DISTRICT STUDENTS,9772.92,0.00,9772.92,1837.99,334.18,5000.00,0,2934.93,69.9687503800,001,1237,1000,1200,475,400,0000,000000,000000,000,000,000,00
001-0000,001-1237-511-0000-000000-000-00-000,K-6 LD INSTRUCTIONAL SUPPLIES,2764.77,0.00,2764.77,2150.32,0,0.00,0,614.45,77.7757281800,001,1237,1000,1200,511,500,0000,000000,000000,000,000,000,00
001-0000,001-1237-525-0000-000000-000-00-000,K-6 LD ELECTRONIC INSTRUCTIONAL SUPPLIES,661.45,0.00,661.45,649.00,0,0.00,0,12.45,98.1177715600,001,1237,1000,1200,525,500,0000,000000,000000,000,000,000,00
001-0000,001-1237-640-0000-000000-000-00-000,K-6 LD EQUIPMENT,6232.00,0.00,6232.00,507.28,0,0.00,0,5724.72,8.1399229800,001,1237,1000,1200,640,600,0000,000000,000000,000,000,000,00
001-0000,001-1240-411-0000-000000-000-00-000,7-12 HANDICAPPED INSTRUCTIONAL SERVICES,110800.50,2701.82,113502.32,40374.20,0,46827.62,0,26300.50,76.8282269500,001,1240,1000,1200,411,400,0000,000000,000000,000,000,000,00
001-0000,001-1247-111-0000-000000-000-00-000,7-12 LD SALARIES,334609.79,0.00,334609.79,235040.59,26892.30,0.00,0,99569.20,70.2431898400,001,1247,1000,1200,111,100,0000,000000,000000,000,000,000,00
001-0000,001-1247-139-0000-000000-000-00-000,7-12 LD OPT OUT,350.00,0.00,350.00,50.00,0,0.00,0,300.00,14.2857142900,001,1247,1000,1200,139,100,0000,000000,000000,000,000,000,00
001-0000,001-1247-141-0000-000000-000-00-000,7-12 LD CLASSIFIED SALARIES,102046.66,0.00,102046.66,77124.02,8230.66,0.00,0,24922.64,75.5772114400,001,1247,1000,1200,141,100,0000,000000,000000,000,000,000,00
001-0000,001-1247-169-0000-000000-000-00-000,7-12 LD OPT OUT,2350.00,0.00,2350.00,1250.00,0,0.00,0,1100.00,53.1914893600,001,1247,1000,1200,169,100,0000,000000,000000,000,000,000,00
001-0000,001-1247-211-0000-000000-000-00-000,7-12 LD STRS,55332.00,0.00,55332.00,31928.00,3991.00,0.00,0,23404.00,57.7025952400,001,1247,1000,1200,211,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-212-0000-000000-000-00-000,7-12 LD STRS 1%,3346.23,0.00,3346.23,2350.47,268.94,0.00,0,995.76,70.2423324200,001,1247,1000,1200,212,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-221-0000-000000-000-00-000,7-12 LD SERS,12624.00,0.00,12624.00,10400.00,1300.00,1876.15,0,347.85,97.2445342200,001,1247,1000,1200,221,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-241-0000-000000-000-00-000,7-12 LD MEDICAL INSURANCE,96264.20,0.00,96264.20,70960.00,8983.15,0.00,0,25304.20,73.7138001500,001,1247,1000,1200,241,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-242-0000-000000-000-00-000,7-12 LD LIFE INSURANCE,130.00,0.00,130.00,80.00,10.00,0.00,0,50.00,61.5384615400,001,1247,1000,1200,242,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-243-0000-000000-000-00-000,7-12 LD DENTAL INSURANCE,5337.48,0.00,5337.48,2980.39,339.84,0.00,0,2357.09,55.8388977600,001,1247,1000,1200,243,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-244-0000-000000-000-00-000,7-12 LD VISION INSURANCE,910.29,0.00,910.29,508.32,57.97,0.00,0,401.97,55.8415450000,001,1247,1000,1200,244,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-249-0000-000000-000-00-000,7-12 LD CERTIFIED MEDICARE,4421.33,0.00,4421.33,3023.71,354.59,0.00,177.28,1397.62,68.3891498700,001,1247,1000,1200,249,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-251-0000-000000-000-00-000,7-12 CLASSIFIED MEDICAL,16618.76,0.00,16618.76,4737.44,0,0.00,0,11881.32,28.5065793100,001,1247,1000,1200,251,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-253-0000-000000-000-00-000,7-12 CLASSIFIED DENTAL,487.62,0.00,487.62,557.28,69.66,0.00,0,-69.66,114.2857142900,001,1247,1000,1200,253,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-254-0000-000000-000-00-000,7-12 CLASSIFIED VISION,60.00,0.00,60.00,82.32,13.72,0.00,0,-22.32,137.200,001,1247,1000,1200,254,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-259-0000-000000-000-00-000,7-12 LD CLASSIFIED MEDICARE,1685.09,0.00,1685.09,1023.64,110.70,0.00,55.46,661.45,60.7469037300,001,1247,1000,1200,259,200,0000,000000,000000,000,000,000,00
001-0000,001-1247-431-0000-000000-000-00-000,7-12 LD MILEAGE REIMBURSEMENT,150.00,0.00,150.00,0,0,0.00,0,150.00,0,001,1247,1000,1200,431,400,0000,000000,000000,000,000,000,00
001-0000,001-1247-511-0000-000000-000-00-000,7-12 LD INSTRUCTIONAL SUPPLIES,954.29,0.00,954.29,0,0,0.00,0,954.29,0,001,1247,1000,1200,511,500,0000,000000,000000,000,000,000,00
001-0000,001-1247-525-0000-000000-000-00-000,7-12 LD ELECTRONIC INSTRUCTIONAL SUPPLIES,590.15,0.00,590.15,0,0,0.00,0,590.15,0,001,1247,1000,1200,525,500,0000,000000,000000,000,000,000,00
001-0000,001-1247-640-0000-000000-000-00-000,7-12 LD EQUIPMENT,1600.00,0.00,1600.00,0,0,0.00,0,1600.00,0,001,1247,1000,1200,640,600,0000,000000,000000,000,000,000,00
001-0000,001-1270-111-0000-000000-000-00-000,SALARIES - DISADVANTAGED CHILDREN,86922.84,0.00,86922.84,86922.84,0,0.00,0,0.00,100,001,1270,1000,1200,111,100,0000,000000,000000,000,000,000,00
001-0000,001-1270-211-0000-000000-000-00-000,STRS,487.66,0.00,487.66,0,0,0.00,0,487.66,0,001,1270,1000,1200,211,200,0000,000000,000000,000,000,000,00
001-0000,001-1270-212-0000-000000-000-00-000,STRS 1%,2360.48,0.00,2360.48,2360.48,0,0.00,0,0.00,100,001,1270,1000,1200,212,200,0000,000000,000000,000,000,000,00
001-0000,001-1270-241-0000-000000-000-00-000,HEALTH INSURANCE,8039.94,0.00,8039.94,6299.25,0,0.00,0,1740.69,78.3494652900,001,1270,1000,1200,241,200,0000,000000,000000,000,000,000,00
001-0000,001-1270-242-0000-000000-000-00-000,LIFE INSURANCE,20.00,0.00,20.00,0,0,0.00,0,20.00,0,001,1270,1000,1200,242,200,0000,000000,000000,000,000,000,00
001-0000,001-1270-243-0000-000000-000-00-000,DENTAL INSURANCE,561.84,0.00,561.84,284.15,0,0.00,0,277.69,50.5748967700,001,1270,1000,1200,243,200,0000,000000,000000,000,000,000,00
001-0000,001-1270-244-0000-000000-000-00-000,VIISON INSURANCE,95.82,0.00,95.82,48.47,0,0.00,0,47.35,50.5844291400,001,1270,1000,1200,244,200,0000,000000,000000,000,000,000,00
001-0000,001-1270-249-0000-000000-000-00-000,MEDICARE,3310.39,0.00,3310.39,3310.39,0,0.00,0,0.00,100,001,1270,1000,1200,249,200,0000,000000,000000,000,000,000,00
001-0000,001-1290-471-0000-000000-001-00-000,"JUV DET, OPP SCHOOL, OTHER",90137.98,7553.87,97691.85,4950.00,0,93203.87,-500.00,-462.02,100.4729360700,001,1290,1000,1200,471,400,0000,000000,000000,001,000,000,00
001-0000,001-1290-474-0000-000000-000-00-000,EXCESS COST/ONLINE TUITION,99220.56,0.00,99220.56,0,0,0.00,0,99220.56,0,001,1290,1000,1200,474,400,0000,000000,000000,000,000,000,00
001-0000,001-1290-475-0000-000000-001-00-000,OT/PT COSTS DISTRICT STUDENTS,161642.29,10717.00,172359.29,54209.24,0,117407.76,0,742.29,99.5693356600,001,1290,1000,1200,475,400,0000,000000,000000,001,000,000,00
001-0000,001-1290-844-0000-000000-000-00-000,COUNTY ESC DEDUCTION,867150.46,0.00,867150.46,542291.12,81437.52,0.00,0,324859.34,62.5371426300,001,1290,1000,1200,844,800,0000,000000,000000,000,000,000,00
